Caption,filename
Bone window sagittal and axial at L2 vertebral body illustrating compression fracture,data/medpix_dataset/images/synpic100391.jpg
T2 sagittal and axial compression fracture L1-L2 level,data/medpix_dataset/images/synpic100392.jpg
T2 sagittal and axial compression fracture L2-L3 level,data/medpix_dataset/images/synpic100393.jpg
T2 coronal and axial at left hip. : No evidence of fracture at the proximal femur acetabulum.  No signal abnormality or deformity of the femoral head to indicate avascular necrosis.  There is a prominent labral ligamentous sulcus without any defect.  There is mild greater trochanteric bursitis with tendinopathy of the inserting gluteus medius tendon.,data/medpix_dataset/images/synpic100394.jpg
T2 coronal and axial at left hip. : No evidence of fracture at the proximal femur acetabulum.  No signal abnormality or deformity of the femoral head to indicate avascular necrosis.  There is a prominent labral ligamentous sulcus without any defect.  There is mild greater trochanteric bursitis with tendinopathy of the inserting gluteus medius tendon.,data/medpix_dataset/images/synpic100394.jpg
T2 weighted coronal and axial views illustrating contusion on posterior aspect of tibial plateau and adjacent subchondral cyst,data/medpix_dataset/images/synpic100394.jpg
T2 weighted coronal and axial views illustrating contusion on posterior aspect of tibial plateau and adjacent subchondral cyst,data/medpix_dataset/images/synpic100394.jpg
T2 weighted coronal and axial views illustrating subchondral cyst,data/medpix_dataset/images/synpic100395.jpg
Abdominal abscess - an air-fluid level is present within a well-circumscribed fluid collection with an enhancing wall.  This collection is adjacent to and contiguous with a thickened descending colon.,data/medpix_dataset/images/synpic28717.jpg
"Abdominal abscess - an air-fluid level is present within a well-circumscribed fluid collection with an enhancing wall.  This collection is adjacent to and contiguous with a thickened descending colon, which demonstrates a diverticulum.",data/medpix_dataset/images/synpic28718.jpg
Abdominal abscess - an air-fluid level is present within a well-circumscribed fluid collection with an enhancing wall.  This collection is adjacent to and contiguous with a thickened descending colon.,data/medpix_dataset/images/synpic28719.jpg
"Multiplanar reformat image in the coronal plane demonstrates the left lower quadrant abdominal abscess.   An air-fluid level is present within a well-circumscribed fluid collection with an enhancing wall.  This collection is adjacent to and contiguous with a thickened descending colon, with adjacent inflammatory fat stranding.",data/medpix_dataset/images/synpic28720.jpg
"Multiplanar reformat image in the coronal plane demonstrates the left lower quadrant abdominal abscess.   An air-fluid level is present within a well-circumscribed fluid collection with an enhancing wall.  This collection is adjacent to and contiguous with a thickened descending colon, with adjacent inflammatory fat stranding. Note the diverticula in the ascending and region of the sigmoid colon.",data/medpix_dataset/images/synpic28721.jpg
"There is an air-fluid level(arrows) within a well-circumscribed fluid collection with an enhancing rim.  This collection is adjacent to and contiguous with a thickened descending colon, which demonstrates a diverticulum.",data/medpix_dataset/images/synpic28716.jpg
"There is an air-fluid level(arrows) within a well-circumscribed fluid collection with an enhancing rim.  This collection is adjacent to and contiguous with a thickened descending colon, which demonstrates a diverticulum.",data/medpix_dataset/images/synpic28814.jpg
"A heterogeneous, cystic fluid collection in the right lower quadrant with an enhancing inflammed wall and adjacent fat stranding.",data/medpix_dataset/images/synpic33197.jpg
"A heterogeneous, cystic fluid collection in the right lower quadrant with an enhancing inflammed wall and adjacent fat stranding.",data/medpix_dataset/images/synpic33198.jpg
"Lateral radiograph of the lumbar spine shows, in addition to mild multi-level disco-vertebral degenerative changes, a calcified aorta with aneurysm. Size of aneurysm is magnified by this technique.",data/medpix_dataset/images/synpic28407.jpg
CT Image,data/medpix_dataset/images/synpic24287.jpg
X-ray Image,data/medpix_dataset/images/synpic24303.jpg
"Mural thrombus
Wall calcifications
Aneurysmal dilation",data/medpix_dataset/images/synpic17995.jpg
"Mural thrombus
Wall calcifications
Crescent thombus calcification
Aneurysmal dilation",data/medpix_dataset/images/synpic17996.jpg
Axial contrast-enchanced CT images through the abdoment demonstrate an 11.5 cm X 10.5 cm infrarenal abdominal aneurysm. A mild amount of soft tissue stranding is present about the false lumen only.,data/medpix_dataset/images/synpic31463.jpg
Axial contrast-enchanced CT images through the abdoment demonstrate an 11.5 cm X 10.5 cm infrarenal abdominal aneurysm. A mild amount of soft tissue stranding is present about the false lumen only.,data/medpix_dataset/images/synpic31464.jpg
Axial contrast-enchanced CT images through the abdoment demonstrate an 11.5 cm X 10.5 cm infrarenal abdominal aneurysm. A mild amount of soft tissue stranding is present about the false lumen only.,data/medpix_dataset/images/synpic31465.jpg
Axial contrast-enchanced CT images through the abdoment demonstrate an 11.5 cm X 10.5 cm infrarenal abdominal aneurysm. A mild amount of soft tissue stranding is present about the false lumen only.,data/medpix_dataset/images/synpic31466.jpg
Axial contrast-enchanced CT images through the abdoment demonstrate an 11.5 cm X 10.5 cm infrarenal abdominal aneurysm. A mild amount of soft tissue stranding is present about the false lumen only.,data/medpix_dataset/images/synpic31467.jpg
Axial contrast-enchanced CT images through the abdoment demonstrate an 11.5 cm X 10.5 cm infrarenal abdominal aneurysm. A mild amount of soft tissue stranding is present about the false lumen only.,data/medpix_dataset/images/synpic31468.jpg
Axial contrast-enchanced CT images through the abdoment demonstrate an 11.5 cm X 10.5 cm infrarenal abdominal aneurysm. A mild amount of soft tissue stranding is present about the false lumen only.,data/medpix_dataset/images/synpic31469.jpg
Axial contrast-enchanced CT images through the abdoment demonstrate an 11.5 cm X 10.5 cm infrarenal abdominal aneurysm. A mild amount of soft tissue stranding is present about the false lumen only.,data/medpix_dataset/images/synpic31470.jpg
Axial contrast-enchanced CT images through the abdoment demonstrate an 11.5 cm X 10.5 cm infrarenal abdominal aneurysm. A mild amount of soft tissue stranding is present about the false lumen only.,data/medpix_dataset/images/synpic31471.jpg
Saggital reformats of a contrast-enchanced CT images through the abdoment demonstrate an 11.5 cm X 10.5 cm infrarenal abdominal aneurysm. A mild amount of soft tissue stranding is present about the false lumen only.,data/medpix_dataset/images/synpic31472.jpg
Coronal reformats of a contrast-enchanced CT images through the abdoment demonstrate an 11.5 cm X 10.5 cm infrarenal abdominal aneurysm. A mild amount of soft tissue stranding is present about the false lumen only.,data/medpix_dataset/images/synpic31473.jpg
Coronal reformats of a contrast-enchanced CT images through the abdoment demonstrate an 11.5 cm X 10.5 cm infrarenal abdominal aneurysm. A mild amount of soft tissue stranding is present about the false lumen only.,data/medpix_dataset/images/synpic31475.jpg
Coronal reformats of a contrast-enchanced CT images through the abdoment demonstrate an 11.5 cm X 10.5 cm infrarenal abdominal aneurysm. A mild amount of soft tissue stranding is present about the false lumen only.,data/medpix_dataset/images/synpic31476.jpg
Coronal reformats of a contrast-enchanced CT images through the abdoment demonstrate an 11.5 cm X 10.5 cm infrarenal abdominal aneurysm. A mild amount of soft tissue stranding is present about the false lumen only.,data/medpix_dataset/images/synpic31477.jpg
Coronal reformats of a contrast-enchanced CT images through the abdoment demonstrate an 11.5 cm X 10.5 cm infrarenal abdominal aneurysm. A mild amount of soft tissue stranding is present about the false lumen only.,data/medpix_dataset/images/synpic31478.jpg
Coronal reformats of a contrast-enchanced CT images through the abdoment demonstrate an 11.5 cm X 10.5 cm infrarenal abdominal aneurysm. A mild amount of soft tissue stranding is present about the false lumen only.,data/medpix_dataset/images/synpic31479.jpg
Coronal reformats of a contrast-enchanced CT images through the abdoment demonstrate an 11.5 cm X 10.5 cm infrarenal abdominal aneurysm. A mild amount of soft tissue stranding is present about the false lumen only.,data/medpix_dataset/images/synpic31480.jpg
4x4 cm AAA,data/medpix_dataset/images/synpic21899.jpg
Multiple axial CT images obtained at 5 mm collimation through the lower abdomen and pelvis demonstrate a bilobed suprarenal and infrarenal abdominal aortic aneurysm from the level of the SME to the level of the iliac bifurcation.  Intramural thrombus and peripheral rim calcification is noted.,data/medpix_dataset/images/synpic21838.jpg
Multiple axial CT images obtained at 5 mm collimation through the lower abdomen and pelvis demonstrate a bilobed suprarenal and infrarenal abdominal aortic aneurysm from the level of the SME to the level of the iliac bifurcation.  Intramural thrombus and peripheral rim calcification is noted.,data/medpix_dataset/images/synpic21856.jpg
Multiple axial CT images obtained at 5 mm collimation through the lower abdomen and pelvis demonstrate a bilobed suprarenal and infrarenal abdominal aortic aneurysm from the level of the SME to the level of the iliac bifurcation.  Intramural thrombus and peripheral rim calcification is noted.,data/medpix_dataset/images/synpic21857.jpg
"Note the presence of vascular calcification approximating the abdominal aorta (left lateral wall), with a prominent curvature.  This finding, along with back pain, prompted the CT study. There is an umbrella filter in the inferior vena cava - seen just to the right of the spine.",data/medpix_dataset/images/synpic23191.jpg
Infrarenal abdominal aortic aneurysm. Volume rendered images show only the opacified lumen.  The mural thrombus and calcified wall of the aorta are not shown.,data/medpix_dataset/images/synpic23192.jpg
Infrarenal abdominal aortic aneurysm. Volume rendered images show only the opacified lumen.  The mural thrombus and calcified wall of the aorta are not shown.,data/medpix_dataset/images/synpic23193.jpg
Infrarenal abdominal aortic aneurysm. Volume rendered images show only the opacified lumen.  The mural thrombus and calcified wall of the aorta are not shown.,data/medpix_dataset/images/synpic23194.jpg
This curved reconstruction image was made to calculate the center-of-flow distance from the lowest renal artery ostium to the bifucation of the aorta  There is an umbrella filter in the inferior vena cava - seen just to the right of the spine.,data/medpix_dataset/images/synpic23195.jpg
MIP (maximum intensity projection) image of the AAA.  Infrarenal abdominal aortic aneurysm associated with mural calcification in the wall.  There is an umbrella filter in the inferior vena cava - seen just to the right of the spine.,data/medpix_dataset/images/synpic23196.jpg
"Recent surgical changes noted, obvious bowel distension diffusely, elevated left hemidiaphragm, abdomen and pelvis hyperdense diffusely",data/medpix_dataset/images/synpic53172.jpg
Fluid collection present around left side of liver and around left upper quadrant.  Liver appears homogeneous.,data/medpix_dataset/images/synpic53173.jpg
Here the IVC is barely visible and there is a small vessel seen coming from the left kidney which is the renal vein.  This has the appearance of flattened IVC and renal vein.  Air fluid levels in dilated bowel are also present as is fluid outside the bowels.,data/medpix_dataset/images/synpic53174.jpg
"Both flattened renal veins are visualized approaching each other, likely suggesting a general area, poorly defined, as the location of the flattened IVC.",data/medpix_dataset/images/synpic53175.jpg
"The new finding on this slide is the left sided hydronephrosis, not impressive enough to suggest this as the source of acute renal failure in this patient.",data/medpix_dataset/images/synpic53176.jpg
A better look at the left sided hydronephrosis and air/fluid levels of the bowels diffusely.,data/medpix_dataset/images/synpic53177.jpg
Here the post-surgical changes are seen as air in the uterus as well as a heterogeneous fluid collection in the uterus.  Also note the heterogeneous fluid collection in the peritoneal cavity as well.,data/medpix_dataset/images/synpic53178.jpg
"Here is seen a relatively large rectus hematoma that is presumably interpreted as from surgery, the staples are seen superficially.  The bladder is normal, but oddly shaped from the mass effect of the surrounding pathologies.",data/medpix_dataset/images/synpic53179.jpg
It is well established that ACS is often caused by rapidly accumulating fluid collections and hemorrhages in the abdomen/pelvis.  Here you are.,data/medpix_dataset/images/synpic53180.jpg
It is well established that ACS is often caused by rapidly accumulating fluid collections and hemorrhages in the abdomen/pelvis.  Here you are.,data/medpix_dataset/images/synpic53181.jpg
"Difficult to assess, though present, elevated diaphragm.  Incidental note of bowel contrast remaining from upper GI series 5 days prior to this study.  The elevated diaphragm is the most sensitive finding known for abdominal compartment syndrome.",data/medpix_dataset/images/synpic53136.jpg
Heterogeneous liver appearance often associated with this syndrome secondary to poor arterial flow in extreme pressures.,data/medpix_dataset/images/synpic53137.jpg
"Here, both the IVC and the renal veins are flattened.",data/medpix_dataset/images/synpic53138.jpg
Here the IVC is again seen distally to be extremely flat and there is a left abdominal wall mass present.,data/medpix_dataset/images/synpic53139.jpg
Large abdominal wall hematoma is seen with large extension into the pelvis.,data/medpix_dataset/images/synpic53140.jpg
"Three axial non-contrast CT images of the abdomen demonstrating a large hyperdense, heterogeneous mass at the left lateral abdominal wall consistent with hemorrhage.",data/medpix_dataset/images/synpic27244.jpg
"Three axial non-contrast CT images of the abdomen demonstrating a large hyperdense, heterogeneous mass at the left lateral abdominal wall consistent with hemorrhage.",data/medpix_dataset/images/synpic27245.jpg
"Three axial non-contrast CT images of the abdomen demonstrating a large hyperdense, heterogeneous mass at the left lateral abdominal wall consistent with hemorrhage.",data/medpix_dataset/images/synpic27246.jpg
Oblique tubular opacity from the aorta,data/medpix_dataset/images/synpic17479.jpg
Indented tachea,data/medpix_dataset/images/synpic17480.jpg
CT examination of the chest with IV contrast performed accoring to a PE/DVT protocol demonstrated an aberrant right subclavian artery.  The mediastinum was otherwise unremarkable.  There was no pulmonary embolism detected.,data/medpix_dataset/images/synpic30242.jpg
CT examination of the chest with IV contrast performed accoring to a PE/DVT protocol demonstrated an aberrant right subclavian artery.  The mediastinum was otherwise unremarkable.  There was no pulmonary embolism detected.,data/medpix_dataset/images/synpic30243.jpg
CT examination of the chest with IV contrast performed accoring to a PE/DVT protocol demonstrated an aberrant right subclavian artery.  The mediastinum was otherwise unremarkable.  There was no pulmonary embolism detected.,data/medpix_dataset/images/synpic30244.jpg
CT examination of the chest with IV contrast performed accoring to a PE/DVT protocol demonstrated an aberrant right subclavian artery.  The mediastinum was otherwise unremarkable.  There was no pulmonary embolism detected.,data/medpix_dataset/images/synpic30245.jpg
CT examination of the chest with IV contrast performed accoring to a PE/DVT protocol demonstrated an aberrant right subclavian artery.  The mediastinum was otherwise unremarkable.  There was no pulmonary embolism detected.,data/medpix_dataset/images/synpic30246.jpg
CT examination of the chest with IV contrast performed accoring to a PE/DVT protocol demonstrated an aberrant right subclavian artery.  The mediastinum was otherwise unremarkable.  There was no pulmonary embolism detected.,data/medpix_dataset/images/synpic30247.jpg
CT examination of the chest with IV contrast performed accoring to a PE/DVT protocol demonstrated an aberrant right subclavian artery.  The mediastinum was otherwise unremarkable.  There was no pulmonary embolism detected.,data/medpix_dataset/images/synpic30248.jpg
Multiple contrast enhanced axial CT images demonstrate the classic appearance of aberrant right subclavian artery.  It comes off a left sided aortic arch distal to the origin of the left subclavian artery and passes behind the esophagus.,data/medpix_dataset/images/synpic25865.jpg
Multiple contrast enhanced axial CT images demonstrate the classic appearance of aberrant right subclavian artery.  It comes off a left sided aortic arch distal to the origin of the left subclavian artery and passes behind the esophagus.,data/medpix_dataset/images/synpic25866.jpg
Multiple contrast enhanced axial CT images demonstrate the classic appearance of aberrant right subclavian artery.  It comes off a left sided aortic arch distal to the origin of the left subclavian artery and passes behind the esophagus.,data/medpix_dataset/images/synpic25867.jpg
Multiple contrast enhanced axial CT images demonstrate the classic appearance of aberrant right subclavian artery.  It comes off a left sided aortic arch distal to the origin of the left subclavian artery and passes behind the esophagus.,data/medpix_dataset/images/synpic25868.jpg
Aberrant vessel from the aorta courses posterior to the esophagus.,data/medpix_dataset/images/synpic35130.jpg
Aberrant vessel from the aorta courses posterior to the esophagus.,data/medpix_dataset/images/synpic35131.jpg
Aberrant vessel from the aorta courses posterior to the esophagus.,data/medpix_dataset/images/synpic35132.jpg
Aberrant vessel from the aorta courses posterior to the esophagus.,data/medpix_dataset/images/synpic35133.jpg
Aberrant vessel from the aorta courses posterior to the esophagus.,data/medpix_dataset/images/synpic35134.jpg
"Right subclavian artery arising from the aortic arch, distal to the left subclavian artery origin and crossing posterior to the trachea and esophagus into the right hemithorax.  In this patient, the contrast was injected into the left arm and the left brachiocephalic vein is enhanced, just behind the manubrium of the sternum.",data/medpix_dataset/images/synpic25423.jpg
"Right subclavian artery arising from the aortic arch, distal to the left subclavian artery origin and crossing posterior to the trachea and esophagus into the right hemithorax.    In this patient, the contrast was injected into the left arm and the left brachiocephalic vein is enhanced, just behind the manubrium of the sternum",data/medpix_dataset/images/synpic25424.jpg
"Right subclavian artery arising from the aortic arch, distal to the left subclavian artery origin and crossing posterior to the trachea and esophagus into the right hemithorax.    In this patient, the contrast was injected into the left arm and the left brachiocephalic vein is enhanced, just behind the manubrium of the sternum",data/medpix_dataset/images/synpic25425.jpg
"Right subclavian artery arising from the aortic arch, distal to the left subclavian artery origin and crossing posterior to the trachea and esophagus into the right hemithorax.    In this patient, the contrast was injected into the left arm and the left brachiocephalic (innominate) vein is enhanced, just behind the manubrium of the sternum",data/medpix_dataset/images/synpic25426.jpg
"There is a ""recurrent"" branch of the posterior aortic arch that is coursing medially.",data/medpix_dataset/images/synpic55260.jpg
Aberrant origin of the right subclavian artery from the distal aortic arch.  The aberrant right subclavian artery is behind the esophagus and trachea - anterior to the spine,data/medpix_dataset/images/synpic55261.jpg
Aberrant origin of the right subclavian artery from the distal aortic arch.    The aberrant right subclavian artery is behind the esophagus and trachea - anterior to the spine,data/medpix_dataset/images/synpic55262.jpg
Aberrant origin of the right subclavian artery from the distal aortic arch.  The artery then  passes behind the esophogus and in front of the spine to assume its normal position in the neck..,data/medpix_dataset/images/synpic55263.jpg
Aberrant origin of the right subclavian artery from the distal aortic arch.  The artery then  passes behind the esophogus and in front of the spine to assume its normal position in the neck..,data/medpix_dataset/images/synpic55264.jpg
Aberrant origin of the right subclavian artery from the distal aortic arch.  The artery then  passes behind the esophogus and in front of the spine to assume its normal position in the neck..,data/medpix_dataset/images/synpic55265.jpg
"Aberrant origin of the right subclavian artery from the distal aortic arch.    The aberrant right subclavian artery is behind the esophagus and trachea - anterior to the spine.  Seen here, it crosses from left to right, and then ascends in the neck.",data/medpix_dataset/images/synpic55266.jpg
Aberrant origin of the right subclavian artery,data/medpix_dataset/images/synpic55268.jpg
"Note the retro-esophageal location of the  right subclavian artery - passing behind the esophagus and trachea, just in front of the spine.",data/medpix_dataset/images/synpic55269.jpg
An aberrant right subclavian artery is seen looping posterior to the esophagus and trachea. The aortic arch is on the left.,data/medpix_dataset/images/synpic31666.jpg
An aberrant right subclavian artery is seen.,data/medpix_dataset/images/synpic31667.jpg
"Finger-like cylindrical opacities in a bronchial distribution in the right lung.  The tiny metallic opacities are ""nipple markers"" - used to distinguish normal nipples from pulmonary nodules.",data/medpix_dataset/images/synpic27764.jpg
Plain CT demonstrates a low attenuating lesion in the left brachipontine region with effacement of the fourth ventricle.,data/medpix_dataset/images/synpic20622.jpg
"Axial T1WI with gadolinium demonstrates decreased signal intensity in the the center of the mass in the left cerebellar region with ring enhancement peripherally.  The ring is relatively thin, smooth, and convex.",data/medpix_dataset/images/synpic20626.jpg
Axial FLAIR demonstrates decreased signal intensity in the the center of the mass in the left cerebellar region with surrounding edema.,data/medpix_dataset/images/synpic20627.jpg
Axial T2WI demonstrates increased signal intensity in the the center of the mass in the left cerebellar region with surrounding edema.,data/medpix_dataset/images/synpic20628.jpg
Sagittal nonconstrast demonstrates decreased signal intensity in the the center of the mass in the left cerebellar region.,data/medpix_dataset/images/synpic20625.jpg
DWI demonstrates increased signal intensity in the the center of the mass in the left cerebellar hemisphere.,data/medpix_dataset/images/synpic20623.jpg
ADC map demonstrates decreased signal intensity in the the center of the mass in the left cerebellar region - corresponding to the region of increased signal on DWI.,data/medpix_dataset/images/synpic20624.jpg
The normal IVC shadow is not visible.  A smaller hepatic vein/suprahepatic IVC can be seen on CT only.,data/medpix_dataset/images/synpic35939.jpg
"Note the enlarged azygous and hemiazygous veins, into which the renal veins drain.",data/medpix_dataset/images/synpic35940.jpg
The normal IVC is not visible below the liver.  A smaller hepatic vein/suprahepatic IVC can be seen on CT only.,data/medpix_dataset/images/synpic35941.jpg
Note absence of C4 Pedicle on the left.,data/medpix_dataset/images/synpic30881.jpg
Note malformed lateral mass on left behind laminar arch.,data/medpix_dataset/images/synpic30882.jpg
Note malformed lateral mass on left.,data/medpix_dataset/images/synpic30883.jpg
Note enlarged neuroforamen on the left at C4.,data/medpix_dataset/images/synpic30884.jpg
Note malformed lateral mass on the left at C4 (black arrow),data/medpix_dataset/images/synpic30885.jpg
Note malformed lateral mass on the left at C4 which is the level of the absent pedicle,data/medpix_dataset/images/synpic30886.jpg
Note absent pedicle left at C4 with resultant enlargement of the ipsilateral neuroroforamen.,data/medpix_dataset/images/synpic30887.jpg
Note absent pedicle left at C4 with resultant enlargement of the ipsilateral neuroroforamen.,data/medpix_dataset/images/synpic31565.jpg
"absent septum pellucidum
no fusion of cerebral hemispheres",data/medpix_dataset/images/synpic30989.jpg
"absent septum pellucidum
no fusion of cerebral hemispheres",data/medpix_dataset/images/synpic30922.jpg
"absent septum pellucidum
no fusion of cerebral hemispheres",data/medpix_dataset/images/synpic30988.jpg
"absent septum pellucidum
no fusion of cerebral hemispheres
The broad appearance of the left frontal gyrus is secondary to volume averaging.",data/medpix_dataset/images/synpic30987.jpg
"absent septum pellucidum
no fusion of cerebral hemispheres",data/medpix_dataset/images/synpic30990.jpg
There is disruption of the acromial-clavicular and coraco-clavicular joints with abnormal elevation of the clavicle along its course and most significant at the AC joint.  Pronounced surrounding soft tissue swelling is present.  There is no evident fracture. Patient is status post ACDF. Visualized portions of the left hemithorax are clear.,data/medpix_dataset/images/synpic38959.jpg
There is disruption of the acromial-clavicular and coraco-clavicular joints with abnormal elevation of the clavicle along its course and most significant at the AC joint.  Pronounced surrounding soft tissue swelling is present.  There is no evident fracture. Patient is status post ACDF. Visualized portions of the left hemithorax are clear.,data/medpix_dataset/images/synpic38960.jpg
There is disruption of the acromial-clavicular and coraco-clavicular joints with abnormal elevation of the clavicle along its course and most significant at the AC joint.  Pronounced surrounding soft tissue swelling is present.  There is no evident fracture. Visualized portions of the left hemithorax are clear.,data/medpix_dataset/images/synpic39004.jpg
There is disruption of the acromial-clavicular and coraco-clavicular joints with abnormal elevation of the clavicle along its course and most significant at the AC joint.  Pronounced surrounding soft tissue swelling is present.  There is no evident fracture. Visualized portions of the left hemithorax are clear.,data/medpix_dataset/images/synpic39005.jpg
"ACA aneurysm simulating suprasellar mass on MRI.
Diagnosis confirmed on CTA.",data/medpix_dataset/images/synpic48102.jpg
"ACA aneurysm simulating suprasellar mass on MRI.
Diagnosis confirmed on CTA.",data/medpix_dataset/images/synpic48103.jpg
"ACA aneurysm simulating suprasellar mass on MRI.
Diagnosis confirmed on CTA.",data/medpix_dataset/images/synpic48104.jpg
"ACA aneurysm simulating suprasellar mass on MRI.
Diagnosis confirmed on CTA.",data/medpix_dataset/images/synpic48105.jpg
"ACA aneurysm simulating suprasellar mass on MRI.
Diagnosis confirmed on CTA.",data/medpix_dataset/images/synpic48106.jpg
"ACA aneurysm simulating suprasellar mass on MRI.
Diagnosis confirmed on CTA.",data/medpix_dataset/images/synpic48107.jpg
plain radiograph of the feet shows bilateral accessory navicular bones without other bony abnormality.,data/medpix_dataset/images/synpic25594.jpg
T1 weighted MR shows a type II accessory navicular.,data/medpix_dataset/images/synpic25595.jpg
T2 weighted image shows subtle edema/ inflammation at the articulation of the accessory navicular and navicular.,data/medpix_dataset/images/synpic25596.jpg
This Axial T1 weighted image shows an accessory tendon and muscle posteromedial to the peroneus brevis and longus tendons and anterolateral to the Achilles tendon (arrow).,data/medpix_dataset/images/synpic38617.jpg
This Axial T2 fat saturated image shows an accessory tendon and muscle posteromedial to the peroneus brevis and longus tendons and anterolateral to the Achilles tendon (arrow).,data/medpix_dataset/images/synpic38618.jpg
This Coronal T1 weighted image shows the accessory peroneus quartus tendon adjacent to the calcaneus and medial to the peroneus tendons (arrow).,data/medpix_dataset/images/synpic38619.jpg
Posterior to the medial aspect of the navicular bone is a 2 x 1.2 cm accessory ossicle with clear sclerotic margins.  There is no evident osseous fusion to the adjacent navicular bone.,data/medpix_dataset/images/synpic45790.jpg
Posterior and inferior to the navicular bone is a 1.5 cm accessory ossicle with clear sclerotic margins.  There is no evident osseous fusion to the adjacent navicular bone.,data/medpix_dataset/images/synpic45791.jpg
Posterior to the medial aspect of the navicular bone is a 2 x 1.2 cm accessory ossicle with clear sclerotic margins.  There is no evident osseous fusion to the adjacent navicular bone.,data/medpix_dataset/images/synpic45792.jpg
Posterior and inferior to the navicular bone is a 1.5 cm accessory ossicle with clear sclerotic margins.  There is no evident osseous fusion to the adjacent navicular bone.,data/medpix_dataset/images/synpic45793.jpg
"1. Subtle irregularity of the superior acetabulum.

2. Lucent line or band extending in a vertical fashion across the right femoral head which cannot be explained by Mach effect or femur fracture.",data/medpix_dataset/images/synpic51237.jpg
"1. Subtle irregularity of the superior acetabulum.

2. Lucent line or band extending in a vertical fashion across the right femoral head which cannot be explained by Mach effect or femur fracture.",data/medpix_dataset/images/synpic51238.jpg
"Low resolution CT (56 mA)

Fracture of the right posterior superior acetabulum.",data/medpix_dataset/images/synpic51239.jpg
"Low resolution CT (56 mA)

Fracture of the right posterior acetabulum.",data/medpix_dataset/images/synpic51240.jpg
"Low resolution CT (56 mA)

Coronal reconstruction demonstrates the vertical nature of a posterior acetabular fracture.",data/medpix_dataset/images/synpic51241.jpg
"Bilateral femoral heads medial to Kohler's line, in association with degenerative changes.",data/medpix_dataset/images/synpic21652.jpg
Coronal T1 weighted image of the left hip after intraarticular injection of gadolinium demonstrates abnormal increased signal within the posterosuperior acetabular labrum with blunted appearance of the labrum.  Findings consistent with Grade 2A labral tear.,data/medpix_dataset/images/synpic31144.jpg
Coronal T1 weighted image with fat suppression of the left hip after intraarticular injection of gadolinium demonstrates abnormal increased signal within the posterosuperior acetabular labrum with blunted appearance of the labrum.  Findings consistent with Grade 2A labral tear.,data/medpix_dataset/images/synpic31145.jpg
Coronal T2 weighted image with fat suppression of the left hip after intraarticular injection of gadolinium demonstrates abnormal increased signal within the posterosuperior acetabular labrum with blunted appearance of the labrum.  Findings consistent with Grade 2A labral tear.,data/medpix_dataset/images/synpic31146.jpg
"There is high T2 signal, partially extending through the anterior labrum.  There is a paralabral multiseptated, multilobulated cyst which dissects along the anterior margin of the acetabulum.",data/medpix_dataset/images/synpic39777.jpg
