filename,filename_neg,Caption,Caption_neg,sim_pos,sim_neg
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT2/test_images/000025.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_clip_image2prompt_closedform/000025.png,"A breast imaging study revealing an irregularly shaped, invasive mass likely representing a malignant breast tumor.","A mammogram revealing normal breast tissue with no visible masses, calcifications, or distortions.",0.4043422043323517,0.4284123182296753
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT2/test_images/000026.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_clip_image2prompt_closedform/000026.png,"A mammogram displaying a round, homogeneous mass indicative of a benign breast tumor.",A medical mammogram displaying well-organized breast tissue with no evidence of abnormalities.,0.4271690547466278,0.375194251537323
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT2/test_images/000027.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_clip_image2prompt_closedform/000027.png,"A breast imaging study showing an irregular, spiculated mass suggestive of a malignant breast tumor.","A breast mammogram showing unremarkable findings consistent with normal, healthy breast tissue.",0.3688811659812927,0.23940353095531464
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT2/test_images/000028.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_clip_image2prompt_closedform/000028.png,"A mammogram displaying an irregular, non-homogeneous mass suggestive of a malignant breast tumor.","A breast mammogram showing unremarkable findings consistent with normal, healthy breast tissue.",0.5225004553794861,0.41214415431022644
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT2/test_images/000029.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_clip_image2prompt_closedform/000029.png,"A medical breast mammogram displaying a heterogeneous, irregular mass consistent with a malignant tumor.",A breast mammogram displaying normal breast structures with no signs of disease or masses.,0.3777080178260803,0.40779900550842285
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT2/test_images/000030.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_clip_image2prompt_closedform/000030.png,"A medical breast mammogram showing an irregular, spiculated mass suggestive of a malignant breast tumor.","A mammogram showing no abnormalities in the breast tissue, suggestive of a normal, healthy breast.",0.42553430795669556,0.3746652603149414
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT2/test_images/000031.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_clip_image2prompt_closedform/000031.png,"A breast imaging study showing an irregular, spiculated mass suggestive of a malignant breast tumor.",A breast mammogram displaying normal breast structures with no signs of disease or masses.,0.2604548931121826,0.3849182724952698
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT2/test_images/000032.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_clip_image2prompt_closedform/000032.png,"A breast imaging scan showing a well-circumscribed, smooth mass indicative of a benign breast tumor.",A breast mammogram displaying normal breast structures with no signs of disease or masses.,0.445843368768692,0.37059497833251953
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT2/test_images/000033.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_clip_image2prompt_closedform/000033.png,"A breast scan showing a well-contained, round mass likely indicating a benign breast tumor.","A breast imaging scan displaying normal, well-distributed breast tissue with no evidence of masses or tumors.",0.21494221687316895,0.3002423942089081
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT2/test_images/000034.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_clip_image2prompt_closedform/000034.png,"A medical mammogram revealing a well-defined, non-irregular mass suggestive of a benign breast tumor.",A medical breast mammogram showing healthy breast parenchyma with no suspicious findings.,0.3866615891456604,0.3559326231479645
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT2/test_images/000035.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_clip_image2prompt_closedform/000035.png,"A breast scan identifying a well-defined, oval mass suggestive of a benign breast tumor.",A medical breast mammogram showing healthy breast parenchyma with no suspicious findings.,0.39865827560424805,0.3156537711620331
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT2/test_images/000036.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_clip_image2prompt_closedform/000036.png,"A mammogram displaying a non-invasive, well-defined mass suggestive of a benign breast tumor.","A mammogram showing no abnormalities in the breast tissue, suggestive of a normal, healthy breast.",0.1534596085548401,0.4166221618652344
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT2/test_images/000037.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_clip_image2prompt_closedform/000037.png,"A mammogram revealing a low-density, well-delineated mass likely representing a benign breast tumor.",A breast mammogram displaying normal breast structures with no signs of disease or masses.,0.2514573633670807,0.39078933000564575
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT2/test_images/000038.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_clip_image2prompt_closedform/000038.png,"A breast imaging study revealing a well-marginated, round mass indicative of a benign breast tumor.","A medical breast imaging study revealing clear, unremarkable breast tissue consistent with a healthy scan.",0.2986004948616028,0.2546565532684326
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT2/test_images/000039.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_clip_image2prompt_closedform/000039.png,"A breast scan showing a smooth, encapsulated mass likely representing a benign breast tumor.","A mammogram showing no abnormalities in the breast tissue, suggestive of a normal, healthy breast.",0.36971887946128845,0.3842366337776184
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT2/test_images/000040.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_clip_image2prompt_closedform/000040.png,"A breast scan identifying a well-defined, oval mass suggestive of a benign breast tumor.","A breast imaging study showing clear, homogeneous breast tissue with no signs of pathology.",0.44448572397232056,0.3829299509525299
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT2/test_images/000041.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_clip_image2prompt_closedform/000041.png,"A breast scan showing a spiculated, invasive mass likely indicating a malignant breast tumor.","A breast imaging scan displaying normal, well-distributed breast tissue with no evidence of masses or tumors.",0.4537321627140045,0.32131490111351013
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT2/test_images/000042.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_clip_image2prompt_closedform/000042.png,A mammogram displaying a smoothly contoured mass suggestive of a benign breast tumor.,A medical mammogram displaying well-organized breast tissue with no evidence of abnormalities.,0.2564006745815277,0.31642189621925354
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT2/test_images/000043.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_clip_image2prompt_closedform/000043.png,"A breast imaging scan showing a spiculated, invasive mass indicative of a malignant breast tumor.",A medical breast mammogram showing healthy breast parenchyma with no suspicious findings.,0.5043680667877197,0.36414122581481934
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT2/test_images/000044.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_clip_image2prompt_closedform/000044.png,"A medical breast mammogram showing an irregular, spiculated mass suggestive of a malignant breast tumor.","A mammogram showing no abnormalities in the breast tissue, suggestive of a normal, healthy breast.",0.49242788553237915,0.14401619136333466
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT2/test_images/000045.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_clip_image2prompt_closedform/000045.png,"A medical breast mammogram showing an irregular, spiculated mass suggestive of a malignant breast tumor.",A medical breast mammogram showing healthy breast parenchyma with no suspicious findings.,0.41358935832977295,0.38818445801734924
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT2/test_images/000046.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_clip_image2prompt_closedform/000046.png,"A breast scan showing a spiculated, invasive mass likely indicating a malignant breast tumor.","A breast imaging scan displaying normal, well-distributed breast tissue with no evidence of masses or tumors.",0.19368138909339905,0.4311160445213318
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT2/test_images/000047.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_clip_image2prompt_closedform/000047.png,"A mammogram displaying a poorly defined, lobulated mass indicative of a malignant breast tumor.","A mammogram showing no abnormalities in the breast tissue, suggestive of a normal, healthy breast.",0.40964680910110474,0.4293704032897949
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT2/test_images/000048.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_clip_image2prompt_closedform/000048.png,"A medical breast mammogram detecting a spiculated, irregular mass characteristic of a malignant tumor.",A medical breast mammogram showing healthy breast parenchyma with no suspicious findings.,0.18491926789283752,0.3405941128730774
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT2/test_images/000049.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_clip_image2prompt_closedform/000049.png,"A medical breast mammogram displaying a heterogeneous, irregular mass consistent with a malignant tumor.","A breast imaging study showing clear, homogeneous breast tissue with no signs of pathology.",0.4269399046897888,0.35321348905563354
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT2/test_images/000050.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_clip_image2prompt_closedform/000050.png,"A breast scan showing a spiculated, invasive mass likely indicating a malignant breast tumor.","A breast imaging study showing clear, homogeneous breast tissue with no signs of pathology.",0.4479319453239441,0.42467525601387024
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT2/test_images/000051.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_clip_image2prompt_closedform/000051.png,"A mammogram showing a sharply marginated, round mass suggestive of a benign breast tumor.","A breast imaging scan displaying normal, well-distributed breast tissue with no evidence of masses or tumors.",0.4699901342391968,0.4004436135292053
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT2/test_images/000052.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_clip_image2prompt_closedform/000052.png,"A mammogram showing a sharply marginated, round mass suggestive of a benign breast tumor.","A mammogram showing no abnormalities in the breast tissue, suggestive of a normal, healthy breast.",0.5318118929862976,0.32644617557525635
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT2/test_images/000053.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_clip_image2prompt_closedform/000053.png,"A breast scan showing an ill-defined, invasive mass likely representing a malignant breast tumor.",A medical mammogram displaying well-organized breast tissue with no evidence of abnormalities.,0.36320358514785767,0.21974916756153107
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT2/test_images/000054.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_clip_image2prompt_closedform/000054.png,"A mammogram revealing an ill-defined, irregular mass likely representing a malignant breast tumor.","A breast mammogram showing unremarkable findings consistent with normal, healthy breast tissue.",0.5165659189224243,0.4053945541381836
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT2/test_images/000055.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_clip_image2prompt_closedform/000055.png,"A breast mammogram identifying an irregular, dense mass consistent with a malignant tumor.","A breast mammogram showing unremarkable findings consistent with normal, healthy breast tissue.",0.33882105350494385,0.29101359844207764
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT2/test_images/000056.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_clip_image2prompt_closedform/000056.png,"A breast scan showing a well-contained, round mass likely indicating a benign breast tumor.",A medical breast mammogram showing healthy breast parenchyma with no suspicious findings.,0.4464724659919739,0.37619179487228394
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT2/test_images/000057.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_clip_image2prompt_closedform/000057.png,"A breast imaging scan showing a spiculated, invasive mass indicative of a malignant breast tumor.","A medical breast imaging study revealing clear, unremarkable breast tissue consistent with a healthy scan.",0.4546321928501129,0.3345334827899933
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT2/test_images/000058.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_clip_image2prompt_closedform/000058.png,"A mammogram displaying a non-spiculated, round mass suggestive of a benign breast tumor.","A breast imaging study showing clear, homogeneous breast tissue with no signs of pathology.",0.48670870065689087,0.4346809387207031
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT2/test_images/000059.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_clip_image2prompt_closedform/000059.png,"A mammogram displaying a round, homogeneous mass indicative of a benign breast tumor.","A medical breast mammogram showing clear breast tissue with no visible abnormalities, indicating a normal scan.",0.4095703661441803,0.42769044637680054
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT2/test_images/000060.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_clip_image2prompt_closedform/000060.png,"A breast imaging study revealing a well-defined, encapsulated mass likely representing a benign breast tumor.","A medical breast imaging study revealing clear, unremarkable breast tissue consistent with a healthy scan.",0.3866925537586212,0.4037604331970215
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT2/test_images/000061.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_clip_image2prompt_closedform/000061.png,A mammogram displaying a smoothly contoured mass suggestive of a benign breast tumor.,"A medical breast imaging study revealing clear, unremarkable breast tissue consistent with a healthy scan.",0.4463246166706085,0.3435942828655243
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT2/test_images/000062.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_clip_image2prompt_closedform/000062.png,"A breast mammogram identifying a well-encapsulated, smooth mass consistent with a benign tumor.","A breast mammogram showing unremarkable findings consistent with normal, healthy breast tissue.",0.44280144572257996,0.34488627314567566
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT2/test_images/000063.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_clip_image2prompt_closedform/000063.png,"A mammogram displaying a round, homogeneous mass indicative of a benign breast tumor.","A mammogram revealing normal breast tissue with no visible masses, calcifications, or distortions.",0.447037011384964,0.467094361782074
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT2/test_images/000064.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_clip_image2prompt_closedform/000064.png,"A breast scan showing a well-contained, round mass likely indicating a benign breast tumor.","A breast mammogram showing unremarkable findings consistent with normal, healthy breast tissue.",0.551041841506958,0.34785130620002747
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT2/test_images/000065.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_clip_image2prompt_closedform/000065.png,"A medical mammogram revealing a well-defined, non-irregular mass suggestive of a benign breast tumor.",A medical mammogram displaying well-organized breast tissue with no evidence of abnormalities.,0.3115239143371582,0.4060547351837158
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT2/test_images/000066.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_clip_image2prompt_closedform/000066.png,"A mammogram revealing a low-density, well-delineated mass likely representing a benign breast tumor.",A medical mammogram displaying well-organized breast tissue with no evidence of abnormalities.,0.4245487153530121,0.3885842263698578
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT2/test_images/000067.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_clip_image2prompt_closedform/000067.png,"A medical breast mammogram showing a well-defined, round mass suggestive of a benign breast tumor.",A breast mammogram displaying normal breast structures with no signs of disease or masses.,0.16078811883926392,0.2751012146472931
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT2/test_images/000068.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_clip_image2prompt_closedform/000068.png,"A breast scan showing a smooth, encapsulated mass likely representing a benign breast tumor.","A breast imaging scan displaying normal, well-distributed breast tissue with no evidence of masses or tumors.",0.46164658665657043,0.39384567737579346
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT2/test_images/000069.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_clip_image2prompt_closedform/000069.png,A mammogram displaying a smoothly contoured mass suggestive of a benign breast tumor.,A medical breast mammogram showing healthy breast parenchyma with no suspicious findings.,0.30614233016967773,0.3928283452987671
