filename,Caption,filename_neg,Caption_neg
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/000005.png,"A mammogram displaying a round, homogeneous mass indicative of a benign breast tumor.",/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/000005.png,A breast imaging study revealing no signs of benign or malignant tumors.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/neg_000005.png,A breast imaging study revealing no signs of benign or malignant tumors.,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/neg_000005.png,"A mammogram displaying a round, homogeneous mass indicative of a benign breast tumor."
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/000005.png,"A breast imaging study revealing a well-defined, encapsulated mass likely representing a benign breast tumor.",/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/000005.png,A mammogram showing symmetrical breast tissue with no focal masses or clinical findings.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/neg_000005.png,A mammogram showing symmetrical breast tissue with no focal masses or clinical findings.,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/neg_000005.png,"A breast imaging study revealing a well-defined, encapsulated mass likely representing a benign breast tumor."
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/000005.png,"A mammogram showing a sharply marginated, round mass suggestive of a benign breast tumor.",/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/000005.png,A diagnostic mammogram displaying normal glandular tissue without any detectable lesions.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/neg_000005.png,A diagnostic mammogram displaying normal glandular tissue without any detectable lesions.,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/neg_000005.png,"A mammogram showing a sharply marginated, round mass suggestive of a benign breast tumor."
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/000006.png,"A medical breast mammogram showing a well-defined, round mass suggestive of a benign breast tumor.",/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/000006.png,A medical breast mammogram showing normal breast tissue with no evidence of tumor.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/neg_000006.png,A medical breast mammogram showing normal breast tissue with no evidence of tumor.,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/neg_000006.png,"A medical breast mammogram showing a well-defined, round mass suggestive of a benign breast tumor."
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/000006.png,"A medical breast mammogram showing a smooth, well-circumscribed mass suggestive of a benign breast tumor.",/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/000006.png,"A mammogram with no suspicious masses or malignant findings, indicating a normal scan."
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/neg_000006.png,"A mammogram with no suspicious masses or malignant findings, indicating a normal scan.",/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/neg_000006.png,"A medical breast mammogram showing a smooth, well-circumscribed mass suggestive of a benign breast tumor."
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/000006.png,"A mammogram displaying a round, homogeneous mass indicative of a benign breast tumor.",/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/000006.png,A breast imaging study revealing no signs of benign or malignant tumors.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/neg_000006.png,A breast imaging study revealing no signs of benign or malignant tumors.,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/neg_000006.png,"A mammogram displaying a round, homogeneous mass indicative of a benign breast tumor."
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/000006.png,"A breast imaging study revealing a well-defined, encapsulated mass likely representing a benign breast tumor.",/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/000006.png,A mammogram showing symmetrical breast tissue with no focal masses or clinical findings.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/neg_000006.png,A mammogram showing symmetrical breast tissue with no focal masses or clinical findings.,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/neg_000006.png,"A breast imaging study revealing a well-defined, encapsulated mass likely representing a benign breast tumor."
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/000006.png,"A mammogram showing a sharply marginated, round mass suggestive of a benign breast tumor.",/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/000006.png,A diagnostic mammogram displaying normal glandular tissue without any detectable lesions.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/neg_000006.png,A diagnostic mammogram displaying normal glandular tissue without any detectable lesions.,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/neg_000006.png,"A mammogram showing a sharply marginated, round mass suggestive of a benign breast tumor."
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/000007.png,"A medical breast mammogram showing a well-defined, round mass suggestive of a benign breast tumor.",/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/000007.png,A medical breast mammogram showing normal breast tissue with no evidence of tumor.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/neg_000007.png,A medical breast mammogram showing normal breast tissue with no evidence of tumor.,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/neg_000007.png,"A medical breast mammogram showing a well-defined, round mass suggestive of a benign breast tumor."
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/000007.png,"A medical breast mammogram showing a smooth, well-circumscribed mass suggestive of a benign breast tumor.",/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/000007.png,"A mammogram with no suspicious masses or malignant findings, indicating a normal scan."
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/neg_000007.png,"A mammogram with no suspicious masses or malignant findings, indicating a normal scan.",/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/neg_000007.png,"A medical breast mammogram showing a smooth, well-circumscribed mass suggestive of a benign breast tumor."
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/000007.png,"A mammogram displaying a round, homogeneous mass indicative of a benign breast tumor.",/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/000007.png,A breast imaging study revealing no signs of benign or malignant tumors.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/neg_000007.png,A breast imaging study revealing no signs of benign or malignant tumors.,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/neg_000007.png,"A mammogram displaying a round, homogeneous mass indicative of a benign breast tumor."
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/000007.png,"A breast imaging study revealing a well-defined, encapsulated mass likely representing a benign breast tumor.",/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/000007.png,A mammogram showing symmetrical breast tissue with no focal masses or clinical findings.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/neg_000007.png,A mammogram showing symmetrical breast tissue with no focal masses or clinical findings.,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/neg_000007.png,"A breast imaging study revealing a well-defined, encapsulated mass likely representing a benign breast tumor."
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/000007.png,"A mammogram showing a sharply marginated, round mass suggestive of a benign breast tumor.",/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/000007.png,A diagnostic mammogram displaying normal glandular tissue without any detectable lesions.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/neg_000007.png,A diagnostic mammogram displaying normal glandular tissue without any detectable lesions.,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/neg_000007.png,"A mammogram showing a sharply marginated, round mass suggestive of a benign breast tumor."
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/000008.png,"A medical breast mammogram showing a well-defined, round mass suggestive of a benign breast tumor.",/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/000008.png,A medical breast mammogram showing normal breast tissue with no evidence of tumor.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/neg_000008.png,A medical breast mammogram showing normal breast tissue with no evidence of tumor.,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/neg_000008.png,"A medical breast mammogram showing a well-defined, round mass suggestive of a benign breast tumor."
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/000008.png,"A medical breast mammogram showing a smooth, well-circumscribed mass suggestive of a benign breast tumor.",/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/000008.png,"A mammogram with no suspicious masses or malignant findings, indicating a normal scan."
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/neg_000008.png,"A mammogram with no suspicious masses or malignant findings, indicating a normal scan.",/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/neg_000008.png,"A medical breast mammogram showing a smooth, well-circumscribed mass suggestive of a benign breast tumor."
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/000008.png,"A mammogram displaying a round, homogeneous mass indicative of a benign breast tumor.",/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/000008.png,A breast imaging study revealing no signs of benign or malignant tumors.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/neg_000008.png,A breast imaging study revealing no signs of benign or malignant tumors.,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/neg_000008.png,"A mammogram displaying a round, homogeneous mass indicative of a benign breast tumor."
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/000008.png,"A breast imaging study revealing a well-defined, encapsulated mass likely representing a benign breast tumor.",/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/000008.png,A mammogram showing symmetrical breast tissue with no focal masses or clinical findings.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/neg_000008.png,A mammogram showing symmetrical breast tissue with no focal masses or clinical findings.,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/neg_000008.png,"A breast imaging study revealing a well-defined, encapsulated mass likely representing a benign breast tumor."
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/000008.png,"A mammogram showing a sharply marginated, round mass suggestive of a benign breast tumor.",/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/000008.png,A diagnostic mammogram displaying normal glandular tissue without any detectable lesions.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/neg_000008.png,A diagnostic mammogram displaying normal glandular tissue without any detectable lesions.,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/neg_000008.png,"A mammogram showing a sharply marginated, round mass suggestive of a benign breast tumor."
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/000010.png,"A medical breast mammogram showing a well-defined, round mass suggestive of a benign breast tumor.",/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/000010.png,A medical breast mammogram showing normal breast tissue with no evidence of tumor.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/neg_000010.png,A medical breast mammogram showing normal breast tissue with no evidence of tumor.,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/neg_000010.png,"A medical breast mammogram showing a well-defined, round mass suggestive of a benign breast tumor."
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/000010.png,"A medical breast mammogram showing a smooth, well-circumscribed mass suggestive of a benign breast tumor.",/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/000010.png,"A mammogram with no suspicious masses or malignant findings, indicating a normal scan."
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/neg_000010.png,"A mammogram with no suspicious masses or malignant findings, indicating a normal scan.",/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/neg_000010.png,"A medical breast mammogram showing a smooth, well-circumscribed mass suggestive of a benign breast tumor."
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/000010.png,"A mammogram displaying a round, homogeneous mass indicative of a benign breast tumor.",/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/000010.png,A breast imaging study revealing no signs of benign or malignant tumors.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/neg_000010.png,A breast imaging study revealing no signs of benign or malignant tumors.,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/neg_000010.png,"A mammogram displaying a round, homogeneous mass indicative of a benign breast tumor."
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/000010.png,"A breast imaging study revealing a well-defined, encapsulated mass likely representing a benign breast tumor.",/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/000010.png,A mammogram showing symmetrical breast tissue with no focal masses or clinical findings.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/neg_000010.png,A mammogram showing symmetrical breast tissue with no focal masses or clinical findings.,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/neg_000010.png,"A breast imaging study revealing a well-defined, encapsulated mass likely representing a benign breast tumor."
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/000010.png,"A mammogram showing a sharply marginated, round mass suggestive of a benign breast tumor.",/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/000010.png,A diagnostic mammogram displaying normal glandular tissue without any detectable lesions.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/neg_000010.png,A diagnostic mammogram displaying normal glandular tissue without any detectable lesions.,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/neg_000010.png,"A mammogram showing a sharply marginated, round mass suggestive of a benign breast tumor."
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/000011.png,"A medical breast mammogram showing a well-defined, round mass suggestive of a benign breast tumor.",/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/000011.png,A medical breast mammogram showing normal breast tissue with no evidence of tumor.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/neg_000011.png,A medical breast mammogram showing normal breast tissue with no evidence of tumor.,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/neg_000011.png,"A medical breast mammogram showing a well-defined, round mass suggestive of a benign breast tumor."
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/000011.png,"A medical breast mammogram showing a smooth, well-circumscribed mass suggestive of a benign breast tumor.",/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/000011.png,"A mammogram with no suspicious masses or malignant findings, indicating a normal scan."
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/neg_000011.png,"A mammogram with no suspicious masses or malignant findings, indicating a normal scan.",/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/neg_000011.png,"A medical breast mammogram showing a smooth, well-circumscribed mass suggestive of a benign breast tumor."
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/000011.png,"A mammogram displaying a round, homogeneous mass indicative of a benign breast tumor.",/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/000011.png,A breast imaging study revealing no signs of benign or malignant tumors.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/neg_000011.png,A breast imaging study revealing no signs of benign or malignant tumors.,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/neg_000011.png,"A mammogram displaying a round, homogeneous mass indicative of a benign breast tumor."
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/000011.png,"A breast imaging study revealing a well-defined, encapsulated mass likely representing a benign breast tumor.",/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/000011.png,A mammogram showing symmetrical breast tissue with no focal masses or clinical findings.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/neg_000011.png,A mammogram showing symmetrical breast tissue with no focal masses or clinical findings.,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/neg_000011.png,"A breast imaging study revealing a well-defined, encapsulated mass likely representing a benign breast tumor."
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/000011.png,"A mammogram showing a sharply marginated, round mass suggestive of a benign breast tumor.",/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/000011.png,A diagnostic mammogram displaying normal glandular tissue without any detectable lesions.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/neg_000011.png,A diagnostic mammogram displaying normal glandular tissue without any detectable lesions.,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/neg_000011.png,"A mammogram showing a sharply marginated, round mass suggestive of a benign breast tumor."
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/000012.png,"A medical breast mammogram showing a well-defined, round mass suggestive of a benign breast tumor.",/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/000012.png,A medical breast mammogram showing normal breast tissue with no evidence of tumor.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/neg_000012.png,A medical breast mammogram showing normal breast tissue with no evidence of tumor.,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/neg_000012.png,"A medical breast mammogram showing a well-defined, round mass suggestive of a benign breast tumor."
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/000012.png,"A medical breast mammogram showing a smooth, well-circumscribed mass suggestive of a benign breast tumor.",/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT4/train_images/000012.png,"A mammogram with no suspicious masses or malignant findings, indicating a normal scan."
